of the,0.0372781416648
and,0.0229337002086
in the,0.0406041925522
it s,0.0706963865139
film,0.229475074109
the film,-0.184559016724
of a,-0.0594243647449
movi,0.050403547765
to the,0.0195999045637
to be,0.0537910064115
is a,0.116436585725
the movi,-0.15881541093
and the,-0.0156360710804
for the,0.0368836238071
on the,0.0409456594207
it,-0.0640978838477
in a,-0.061706860904
s,-0.0248083223974
with a,-0.0837122375721
as a,-0.0622682088879
of it,0.13110305735
stori,0.0323514938635
time,-0.0238345261716
and a,0.0550209791286
a movi,-0.125426118628
with the,-0.0524254663424
one of,0.152433746722
rrb,-0.0365602734872
for a,-0.100457116412
it is,-0.0121014788475
s a,0.0667895645783
doe nt,-0.343939812535
comedi,0.08113777565
but,-0.0510127521576
at the,-0.0976891845566
charact,0.0476661660517
as the,-0.0512472656847
perform,0.585429801416
from the,-0.0530164669838
that it,-0.056269207602
that s,0.0117619481491
the most,0.0335230108547
all the,-0.0354855436797
is nt,-0.00862703326638
like a,-0.235175111443
a film,-0.207689250745
by the,-0.20517948842
work,0.287820137414
about the,0.0304464768201
film s,-0.163718639973
in it,0.197451534765
into the,0.216331386905
the stori,-0.0956058345452
to a,0.0565095882235
one,-0.00333649651544
life,0.14708323904
that is,0.0693702103208
the charact,-0.0720333336316
be a,-0.273814408369
have been,-0.173128815268
in thi,0.0952599664685
film that,-0.139926125551
kind of,-0.253604439554
as it,0.0848589486674
do nt,0.282891230581
way,-0.00261356659018
out of,-0.0149297671763
movi that,0.267633673167
a good,-0.0916199691321
of hi,0.119331569247
tri to,-0.263557621104
more than,0.0646109525295
to make,-0.143443399333
there s,0.117755617023
that the,-0.0415777068217
a few,-0.00963678166418
is the,0.0117320693823
sens of,-0.00567637959515
want to,-0.00726523220829
it own,-0.150342514835
but it,0.200798523609
thi movi,-0.0228785235662
ca nt,0.0136239489541
year,0.0832811104216
s not,-0.17500799195
them,0.138965315582
the first,-0.0396652889191
drama,0.0950780774973
out,-0.243820679648
on a,0.0155204501726
the best,0.510175623816
ha a,0.249835496748
to see,-0.0273537249641
the same,-0.357261911977
thi is,0.0858387505359
audienc,0.0131107101903
if you,-0.0549791544404
from a,-0.136441592687
into a,-0.0133827489173
you re,-0.187093709094
funni,0.488654383202
entertain,0.575397658939
a lot,0.0888653750179
a littl,0.0990832012881
to watch,0.125507888141
be,0.0426696337494
of an,-0.044560592269
the way,0.0572788529313
up,-0.044869860141
than the,-0.0142232530459
humor,0.294827378074
for it,0.257419639453
look at,0.00580681157869
of thi,-0.0448874981511
than a,-0.360179199954
