of the,0.0655848697671
, and,0.0590013581318
in the,-0.0462351013331
, but,-0.0285807008616
of a,-0.084270529036
the film,-0.00896644577271
to the,-0.0825044962449
to be,0.0331451480549
is a,0.155752163623
it 's,0.00771088438851
for the,-0.077998197215
on the,-0.0459113115401
and the,0.065739334336
in a,-0.161107108391
with a,0.0985961219754
the movie,-0.0765819307523
as a,-0.166274052751
, the,0.022727970969
and a,0.167544061989
of its,0.0992665552622
a movie,-0.153907568981
with the,0.0356969261135
for a,-0.179048626152
's a,0.0659945916158
does n't,-0.528863068451
it is,-0.0599755164453
at the,-0.141704497075
one of,0.184964738165
It 's,-0.0152766607991
that 's,-0.0396489601966
from the,-0.0726564501812
is n't,-0.360833864302
as the,-0.217768179172
the most,0.266986450799
, a,0.183536451726
that it,-0.166220138376
all the,0.0536786062313
like a,-0.367203343254
, it,-0.0279608320706
by the,-0.142363932763
a film,-0.17206299611
film 's,-0.123731059354
into the,0.166289230885
to a,-0.0216709262738
about the,0.156400245284
that is,0.085653865129
in this,-0.0611900034059
have been,-0.200855646503
kind of,0.0531481050864
a good,0.384454971756
out of,-0.269761938752
to make,-0.249151220251
more than,0.0601681762685
of his,0.125707229545
do n't,-0.387878677531
in its,0.126752419279
sense of,0.176271283819
its own,-0.254495780592
is the,-0.0206990607625
be a,-0.230776025472
film that,0.249826321579
the story,-0.0879433986436
a few,0.0283217511824
's not,-0.38666844959
, with,0.117420195921
the characters,0.0855755935364
that the,-0.0326274121585
ca n't,-0.378464610223
this movie,-0.0764375380604
movie that,0.244728078811
on a,0.00195808159999
to see,-0.0148675378106
the same,-0.271381603537
has a,0.246540813233
as it,0.0505893369636
but it,0.237639406821
from a,-0.214825159794
the first,0.0001726951042
-- and,0.0525355426291
into a,-0.110039603006
you 're,-0.0868524107904
, which,-0.140181537056
of an,0.0706497969396
the best,1.02647014311
a lot,0.186749884755
film ,,0.158379735329
to watch,-0.00383303926063
movie ,,-0.121957264034
a little,-0.191406115951
, as,0.176686817235
of this,-0.140632601849
than a,-0.368458667222
enough to,0.0527411455263
by a,-0.153767596003
than the,-0.0741147884948
, or,-0.207350171469
the way,0.0758655170091
such a,-0.107424513209
funny ,,0.637040082571
film is,0.173485492572
the end,0.250394031741
if it,0.0821107188629
is not,-0.340618574991
most of,-0.19318777086
, in,0.17739223814
movie 's,-0.0180658048657
and ,,0.215007285022
at least,-0.0554786526968
this film,0.081674125927
so much,-0.0285017934501
in which,-0.107245230234
The film,0.00719581555723
, is,0.152582343217
movie is,-0.230307618595
is an,0.185440837305
a great,0.445638651387
look at,0.352350960057
to have,0.0215579057806
there 's,-0.207810444886
the audience,0.149491356401
want to,-0.217593704835
is so,-0.174060056657
of those,0.152393058122
trying to,-0.391410422426
in his,-0.185491110015
hard to,-0.331011189377
through the,-0.277632398753
if you,-0.223707036391
, this,0.286510547545
for its,0.25255695399
as if,-0.164057038334
would be,-0.271377017408
can be,0.14587439906
, even,-0.0288658764832
is that,0.118839246125
the screen,0.209264823487
with an,0.379640496244
it .,-0.173174225911
this is,-0.126817277502
the world,0.166742990015
the original,0.0353153607444
may be,0.0772325908072
film .,0.263752127497
rather than,-0.206542729662
have a,0.15975662973
could have,0.014435989384
it does,0.173507470061
, who,0.324683494357
not a,-0.233454106148
wo n't,-0.380750733821
and an,-0.0596470971539
a bit,-0.208482163711
to do,-0.147397971197
that you,-0.221577319573
will be,-0.156292920857
the kind,0.124839959318
some of,-0.126614854494
he 's,0.184950538783
about a,-0.0343127511538
, you,0.0517739827395
, if,-0.072311688018
to find,0.245835462337
a story,-0.189343958926
, not,-0.250067038589
's -RRB-,-0.075019217963
should be,-0.491054852034
and his,0.0926245459551
to its,0.0459037790334
his own,-0.0715165527402
the plot,-0.292917847658
did n't,-0.327488224933
over the,-0.189108128644
the theater,-0.262994210905
, that,-0.150049296089
romantic comedy,0.0980140563424
to keep,0.140805914863
sort of,-0.189119995477
up to,0.243921055208
and its,-0.0438991568844
the year,0.145040861823
it all,-0.159547500454
to get,-0.114944103459
you can,0.0483754425333
the worst,-1.507324362
but the,-0.205505858124
each other,0.0176343969449
a very,0.309835280482
-LRB- and,0.0226439535881
movie .,-0.0591757477006
manages to,0.154557350417
you 've,0.106888869669
it was,-0.179302069422
a more,0.100403048325
the other,-0.398097078271
of their,0.0601046128348
of it,0.0376185123493
and not,-0.277058631502
it ,,0.224243180832
going to,0.334378734032
with its,0.153625718979
the right,0.67507493023
this one,0.100012277367
of all,-0.011836710534
as well,-0.294809826093
There 's,0.0324708056233
who are,-0.132814449658
The movie,-0.34947485387
. ',-0.157647574127
too much,-0.330622248722
to say,-0.272702533095
, I,-0.14893445966
in an,-0.0587122886627
characters ,,-0.0451765265725
at a,-0.219226742205
by its,0.0181205867102
's no,-0.203211167323
would have,-0.167037994551
much of,-0.00546916275574
lot of,-0.18732451118
so many,-0.376971845395
a bad,-0.513061311056
, to,0.0236384635893
that ,,0.0373858082724
on its,-0.165340048121
care about,0.308255116295
is one,0.0367660631924
of `,-0.107470117156
not to,0.199996604896
characters and,-0.189259948203
all of,-0.457980897768
too many,-0.768220657553
portrait of,0.598456225112
n't have,-0.102745602752
is ,,0.0920866279906
full of,0.311981126245
as an,0.318145697567
with his,0.0575032169292
the big,0.130888081544
has been,0.0997919423375
because it,-0.0537847880928
New York,-0.00740024629081
their own,0.0676614444274
to give,0.0213623786914
, at,0.0383226841995
is more,0.0437069072155
any of,-0.335124902983
may not,-0.131638098492
you 'll,0.141300170408
that he,-0.257147872468
story ,,0.0931398709025
than it,-0.00405071930033
like the,-0.184887533797
This is,0.0673387847517
's the,0.0812996853785
up in,0.0846893180578
of what,0.10907001294
off the,-0.174338789018
be the,0.0967232139002
, so,-0.383868081977
seems to,-0.327385523175
feel like,-0.178091764774
and more,-0.0708878173717
that makes,-0.0785153839287
lack of,-0.729514849574
that are,-0.155457465422
subject matter,0.0719441655415
of The,-0.246067953881
make a,0.187074492801
its characters,0.132627251331
running time,-0.294664472611
of these,-0.146796701577
of your,0.139004269239
make the,0.31187011229
the director,0.0583477344925
, for,-0.112902349373
what it,0.165789194383
people who,-0.00958059367205
story and,0.127292181788
special effects,0.0136269885228
part of,0.2702108975
might have,-0.274927499202
which is,-0.150253987652
the very,0.0635350738329
much more,0.0588902360592
what 's,-0.216362366602
as you,0.271782688726
has the,-0.0740994318123
not be,0.143478611559
, more,0.079464849472
of life,0.182187085219
at times,0.0657170685771
the last,0.0309724722801
out the,0.0484299735577
of that,0.200520152278
able to,0.407516768671
If you,0.0449468652391
soap opera,-0.646878609358
, ',0.0519642923298
all that,-0.263287106509
to care,-0.449395023763
the script,-0.117988341471
that we,0.211852281066
if the,-0.00659560183536
film with,0.209067273665
's film,-0.022070819673
is in,0.0355086537821
all its,-0.0767894170442
's just,-0.359356302521
well as,0.553611848628
the viewer,-0.207704973666
how to,0.216851908141
but not,-0.0258683503792
a long,-0.188986297234
, though,-0.0963398807481
to go,-0.0496382013585
not only,0.0494004531563
I 'm,-0.0318341842835
've seen,-0.313147526384
's most,0.678371865445
the whole,-0.039414892734
that does,-0.0289607223228
of her,0.163019772763
looking for,-0.236760616257
it to,-0.0662913839079
